path	line	reason	rule	text
packages/dev-seed/src/generators/ProjectsGenerator.ts	48	not-a-comment-span	decision-id-bare	D-11
packages/dev-seed/src/generators/QuestionCategoriesGenerator.ts	18	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/emitters/answers.ts	7	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/emitters/answers.ts	7	attributive-reference	phase-ref	Phase 57
packages/dev-seed/src/emitters/answers.ts	12	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/emitters/latent/centroids.ts	14	unstrippable-section-anchor	section-anchor-alpha	§
packages/dev-seed/src/emitters/latent/gaussian.ts	14	unstrippable-section-anchor	section-anchor-alpha	§Common
packages/dev-seed/src/emitters/latent/index.ts	7	attributive-reference	phase-ref	Phase 57
packages/dev-seed/src/emitters/latent/latentEmitter.ts	38	attributive-reference	phase-ref	Phase 57
packages/dev-seed/src/emitters/latent/latentEmitter.ts	41	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/emitters/latent/latentTypes.ts	2	attributive-reference	phase-ref	Phase 57
packages/dev-seed/src/emitters/latent/latentTypes.ts	11	attributive-reference	phase-ref	Phase 57
packages/dev-seed/src/emitters/latent/loadings.ts	33	unstrippable-section-anchor	section-anchor-alpha	§Common
packages/dev-seed/src/emitters/latent/project.ts	120	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/emitters/latent/project.ts	264	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/emitters/latent/project.ts	306	attributive-reference	phase-ref	Phase 56
packages/dev-seed/src/cli/teardown-help.ts	34	not-a-comment-span	decision-id-long	D-58-17
packages/dev-seed/src/assets/portraits/LICENSE.md	31	markdown-file	decision-id-bare	D-58
packages/data/src/root/dataRoot.ts	743	todo-class	todo-class	TODO
packages/data/src/objects/questions/variants/multipleChoiceCategoricalQuestion.test.ts	28	not-a-comment-span	decision-id-bare	D-06
packages/data/src/objects/questions/variants/multipleChoiceCategoricalQuestion.test.ts	66	not-a-comment-span	decision-id-bare	D-07
packages/data/src/objects/questions/variants/variants.ts	58	todo-class	todo-class	TODO
packages/data/src/objects/questions/base/answer.type.ts	32	todo-class	todo-class	TODO
packages/data/src/objects/questions/base/questionTypes.ts	36	todo-class	todo-class	TODO
packages/argument-condensation/README.md	255	markdown-file	todo-class	TODO
packages/argument-condensation/src/core/types/condensation/condensationType.ts	4	todo-class	todo-class	TODO
packages/argument-condensation/src/core/types/condensation/condensationType.ts	9	todo-class	todo-class	TODO
packages/argument-condensation/src/core/condensation/condenser.ts	43	todo-class	todo-class	TODO
packages/argument-condensation/src/core/condensation/condenser.ts	706	ambiguous-reference	phase-ref	PHASE 1
packages/argument-condensation/src/core/condensation/condenser.ts	745	ambiguous-reference	phase-ref	PHASE 2
packages/argument-condensation/src/core/condensation/condenser.ts	763	ambiguous-reference	phase-ref	PHASE 3
packages/argument-condensation/src/core/condensation/condenser.ts	792	ambiguous-reference	phase-ref	PHASE 4
packages/app-shared/src/utils/mergeSettings.ts	8	attributive-reference	phase-ref	Phase 63
packages/app-shared/src/settings/dynamicSettings.type.ts	68	todo-class	todo-class	TODO
packages/app-shared/src/settings/dynamicSettings.type.ts	395	attributive-reference	phase-ref	Phase 69
apps/supabase/supabase/tests/database/00-helpers.test.sql	20	ambiguous-reference	phase-ref	Phase 1
apps/supabase/supabase/tests/database/00-helpers.test.sql	412	ambiguous-reference	phase-ref	Phase 2
apps/supabase/supabase/functions/identity-callback/index.ts	27	not-a-comment-span	milestone-ver	v5.9
apps/supabase/benchmarks/scripts/run-concurrency-scaling.sh	75	ambiguous-reference	phase-ref	PHASE 1
apps/supabase/benchmarks/scripts/run-concurrency-scaling.sh	77	not-a-comment-span	phase-ref	PHASE 1
apps/supabase/benchmarks/scripts/run-concurrency-scaling.sh	112	ambiguous-reference	phase-ref	PHASE 2
apps/supabase/benchmarks/scripts/run-concurrency-scaling.sh	114	not-a-comment-span	phase-ref	PHASE 2
apps/supabase/benchmarks/scripts/run-concurrency-scaling.sh	138	ambiguous-reference	phase-ref	PHASE 3
apps/supabase/benchmarks/scripts/swap-schema.sh	29	attributive-reference	phase-ref	Phase 10
apps/frontend/eslint.config.mjs	38	milestone-version	milestone-ver	v2.13
apps/frontend/eslint.config.mjs	77	milestone-version	milestone-ver	v2.11
apps/frontend/eslint.config.mjs	95	not-a-comment-span	milestone-ver	v2.11
apps/frontend/eslint.config.mjs	95	not-a-comment-span	artifact-path	.planning/v2.11-DECISIONS.md
apps/frontend/src/app.css	464	todo-class	todo-class	TODO
apps/frontend/src/routes/+layout.svelte	59	todo-class	todo-class	TODO
apps/frontend/src/routes/+layout.svelte	71	todo-class	todo-class	TODO
apps/frontend/src/routes/+layout.svelte	79	unstrippable-section-anchor	section-anchor-alpha	§Pattern
apps/frontend/src/routes/+layout.svelte	164	attributive-reference	spike-ref	spike-015
apps/frontend/src/routes/+layout.svelte	263	milestone-version	milestone-ver	v2.1
apps/frontend/src/routes/+layout.svelte	263	attributive-reference	phase-ref	Phase 60
apps/frontend/src/routes/Banner.svelte	7	todo-class	todo-class	TODO
apps/frontend/src/routes/candidate/register/password/+page.svelte	32	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/preregister/+page.svelte	29	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/preregister/(authenticated)/elections/+page.svelte	14	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/preregister/(authenticated)/elections/+page.svelte	18	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/preregister/(authenticated)/constituencies/+page.svelte	14	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/login/+page.svelte	45	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/(protected)/+layout.svelte	76	unstrippable-section-anchor	section-anchor-alpha	§Pattern
apps/frontend/src/routes/candidate/(protected)/+layout.svelte	100	unstrippable-section-anchor	section-anchor-alpha	§Alternatives
apps/frontend/src/routes/candidate/(protected)/+layout.svelte	110	milestone-version	milestone-ver	v2.1
apps/frontend/src/routes/candidate/(protected)/questions/[questionId]/+page.svelte	52	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/(protected)/questions/[questionId]/+page.svelte	55	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/candidate/(protected)/profile/+page.svelte	40	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/api/admin/jobs/abort-all/+server.ts	14	todo-class	todo-class	TODO
apps/frontend/src/routes/admin/(protected)/question-info/+page.svelte	24	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/admin/(protected)/jobs/+page.svelte	8	todo-class	todo-class	TODO
apps/frontend/src/routes/admin/(protected)/argument-condensation/+page.svelte	23	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/(voters)/+layout.svelte	105	attributive-reference	phase-ref	Phase 77
apps/frontend/src/routes/(voters)/info/+page.svelte	21	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/(voters)/constituencies/+page.svelte	42	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/(voters)/(located)/+layout.ts	8	todo-class	todo-class	TODO
apps/frontend/src/routes/(voters)/(located)/results/[[electionTab]]/+layout.svelte	9	attributive-reference	phase-ref	Phase 88
apps/frontend/src/routes/(voters)/(located)/results/[[electionTab]]/[[entityTab=etPl]]/[[entity=etSg]]/[[id]]/+page.ts	6	attributive-reference	phase-ref	Phase 88
apps/frontend/src/routes/(voters)/(located)/questions/+layout.svelte	61	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/routes/(voters)/(located)/questions/+layout.svelte	238	todo-class	todo-class	TODO
apps/frontend/src/routes/(voters)/(located)/questions/category/[categoryId]/+page.svelte	44	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/params/etPl.test.ts	6	attributive-reference	phase-ref	Phase 88
apps/frontend/src/params/etPl.test.ts	8	attributive-reference	phase-ref	Phase 62
apps/frontend/src/params/etPl.test.ts	9	attributive-reference	phase-ref	Phase 69
apps/frontend/src/params/etPl.ts	3	attributive-reference	phase-ref	Phase 88
apps/frontend/src/params/etPl.ts	13	attributive-reference	phase-ref	Phase 62
apps/frontend/src/params/etPl.ts	20	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/params/etSg.test.ts	6	attributive-reference	phase-ref	Phase 88
apps/frontend/src/params/etSg.test.ts	8	attributive-reference	phase-ref	Phase 62
apps/frontend/src/params/etSg.test.ts	9	attributive-reference	phase-ref	Phase 69
apps/frontend/src/params/etSg.ts	13	attributive-reference	phase-ref	Phase 62
apps/frontend/src/params/etSg.ts	22	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/lib/utils/getAllianceSummary.ts	10	attributive-reference	phase-ref	Phase 69
apps/frontend/src/lib/utils/regexp.ts	4	todo-class	todo-class	TODO
apps/frontend/src/lib/utils/settings.test.ts	77	attributive-reference	spike-ref	spike 008
apps/frontend/src/lib/utils/settings.ts	7	todo-class	todo-class	TODO
apps/frontend/src/lib/utils/sorting.ts	40	todo-class	todo-class	TODO
apps/frontend/src/lib/utils/route/parseParams.test.ts	5	attributive-reference	phase-ref	Phase 88
apps/frontend/src/lib/utils/route/route.ts	26	attributive-reference	phase-ref	Phase 88
apps/frontend/src/lib/utils/matching/imputeParentAnswers.test.ts	210	not-a-comment-span	phase-ref	Phase 69
apps/frontend/src/lib/utils/matching/imputeParentAnswers.ts	136	todo-class	todo-class	TODO
apps/frontend/src/lib/server/api/adapters/local/dataProvider/localServerDataProvider.ts	153	todo-class	todo-class	TODO
apps/frontend/src/lib/i18n/tests/translations.test.ts	218	not-a-comment-span	task-id	CLEAN-04
apps/frontend/src/lib/i18n/tests/translations.test.ts	220	attributive-reference	phase-ref	Phase 78
apps/frontend/src/lib/dynamic-components/questionHeading/QuestionHeading.svelte	51	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/lib/dynamic-components/navigation/navGroupContext.ts	14	unstrippable-section-anchor	section-anchor-alpha	§Pattern
apps/frontend/src/lib/dynamic-components/navigation/NavGroup.svelte	36	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/lib/dynamic-components/navigation/NavItem.svelte	40	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/lib/dynamic-components/navigation/NavItem.svelte	84	attributive-reference	phase-ref	Phase 80
apps/frontend/src/lib/dynamic-components/navigation/admin/AdminNav.svelte	46	todo-class	todo-class	TODO
apps/frontend/src/lib/dynamic-components/entityList/index.ts	7	unstrippable-section-anchor	section-anchor-alpha	§Runtime
apps/frontend/src/lib/dynamic-components/entityList/EntityListControls.svelte	5	todo-class	todo-class	TODO
apps/frontend/src/lib/dynamic-components/entityList/EntityListWithControls.svelte	97	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/lib/dynamic-components/entityDetails/EntityInfo.svelte	48	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/lib/dynamic-components/entityCard/EntityCard.svelte	83	unstrippable-section-anchor	section-anchor-alpha	§Context
apps/frontend/src/lib/dynamic-components/entityCard/EntityCard.svelte	125	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/voter/answerState.svelte.ts	10	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/voter/answerState.svelte.ts	14	attributive-reference	spike-ref	spike-022
apps/frontend/src/lib/contexts/voter/countAnswers.ts	5	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/voter/voterContext.svelte.ts	33	attributive-reference	phase-ref	Phase 64
apps/frontend/src/lib/contexts/voter/voterContext.svelte.ts	45	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/voter/voterContext.svelte.ts	116	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/lib/contexts/voter/voterContext.svelte.ts	145	unstrippable-section-anchor	section-anchor-alpha	§below
apps/frontend/src/lib/contexts/voter/voterContext.type.ts	68	attributive-reference	phase-ref	Phase 88
apps/frontend/src/lib/contexts/utils/SettingsOverlay.svelte.ts	7	attributive-reference	phase-ref	Phase 98
apps/frontend/src/lib/contexts/utils/SettingsOverlay.svelte.ts	57	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/utils/paramState.svelte.ts	7	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/utils/persistedState.svelte.ts	70	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/layout/VideoController.svelte.ts	6	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/layout/layoutContext.svelte.ts	97	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/filter/filterContext.svelte.test.ts	15	attributive-reference	phase-ref	Phase 88
apps/frontend/src/lib/contexts/filter/filterContext.svelte.ts	28	unstrippable-section-anchor	section-anchor-alpha	§Pattern
apps/frontend/src/lib/contexts/filter/filterContext.svelte.ts	130	not-a-comment-span	phase-ref	Phase 62
apps/frontend/src/lib/contexts/filter/filterContext.svelte.ts	130	not-a-comment-span	decision-id-bare	D-06
apps/frontend/src/lib/contexts/filter/filterContext.svelte.ts	135	not-a-comment-span	phase-ref	Phase 62
apps/frontend/src/lib/contexts/filter/filterContext.svelte.ts	135	not-a-comment-span	decision-id-bare	D-06
apps/frontend/src/lib/contexts/filter/filterContext.type.ts	8	attributive-reference	phase-ref	Phase 88
apps/frontend/src/lib/contexts/filter/filterContext.type.ts	13	attributive-reference	phase-ref	Phase 62
apps/frontend/src/lib/contexts/filter/filterContext.type.ts	32	unstrippable-section-anchor	section-anchor-alpha	§Pitfall
apps/frontend/src/lib/contexts/filter/filterContext.type.ts	49	attributive-reference	phase-ref	Phase 62
apps/frontend/src/lib/contexts/filter/filterContext.type.ts	55	attributive-reference	phase-ref	Phase 62
apps/frontend/src/lib/contexts/data/dataContext.type.ts	10	attributive-reference	phase-ref	Phase 113
apps/frontend/src/lib/contexts/candidate/candidateContext.svelte.test.ts	103	not-a-comment-span	task-id	RUNES-05
apps/frontend/src/lib/contexts/candidate/candidateContext.svelte.ts	37	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/candidate/candidateContext.type.ts	24	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/candidate/candidateContext.type.ts	28	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/candidate/candidateUserDataState.svelte.ts	14	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/auth/authContext.svelte.ts	14	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/auth/authContext.svelte.ts	32	attributive-reference	phase-ref	Phase 109
apps/frontend/src/lib/contexts/auth/authContext.svelte.ts	47	unstrippable-section-anchor	section-anchor-alpha	§D
apps/frontend/src/lib/contexts/app/appContext.svelte.ts	30	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/app/appContext.svelte.ts	58	milestone-version	milestone-ver	v2.11
apps/frontend/src/lib/contexts/app/appContext.svelte.ts	103	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/app/appContext.svelte.ts	127	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/app/appContext.svelte.ts	204	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/app/appContext.svelte.ts	377	attributive-reference	phase-ref	Phase 64
apps/frontend/src/lib/contexts/app/appContext.type.ts	85	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/app/survey.svelte.test.ts	9	attributive-reference	phase-ref	Phase 113
apps/frontend/src/lib/contexts/app/tracking/trackingService.svelte.test.ts	143	not-a-comment-span	phase-ref	Phase 107
apps/frontend/src/lib/contexts/app/tracking/trackingService.svelte.ts	24	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/app/tracking/trackingService.svelte.ts	32	attributive-reference	phase-ref	Phase 108
apps/frontend/src/lib/contexts/app/tracking/trackingService.svelte.ts	36	attributive-reference	phase-ref	Phase 107
apps/frontend/src/lib/contexts/app/tracking/trackingService.svelte.ts	37	attributive-reference	phase-ref	Phase 109
apps/frontend/src/lib/contexts/app/popup/popupState.svelte.ts	6	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/admin/adminContext.svelte.ts	17	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/admin/adminContext.svelte.ts	28	milestone-version	milestone-ver	v2.11
apps/frontend/src/lib/contexts/admin/adminContext.svelte.ts	30	milestone-version	milestone-ver	v2.11
apps/frontend/src/lib/contexts/admin/adminContext.svelte.ts	66	milestone-version	milestone-ver	v2.11
apps/frontend/src/lib/contexts/admin/adminContext.svelte.ts	211	milestone-version	milestone-ver	v2.11
apps/frontend/src/lib/contexts/admin/jobStates.svelte.ts	11	milestone-version	milestone-ver	v2.13
apps/frontend/src/lib/contexts/admin/jobStates.type.ts	20	todo-class	todo-class	TODO
apps/frontend/src/lib/contexts/admin/jobStates.type.ts	25	todo-class	todo-class	TODO
apps/frontend/src/lib/components/video/Video.svelte	521	todo-class	todo-class	TODO
apps/frontend/src/lib/components/tabs/Tabs.svelte	17	todo-class	todo-class	TODO
apps/frontend/src/lib/components/tabs/Tabs.svelte	61	unstrippable-section-anchor	section-anchor-alpha	§Latent
apps/frontend/src/lib/components/select/Select.svelte	348	attributive-reference	phase-ref	Phase 65
apps/frontend/src/lib/components/questions/QuestionChoices.svelte	379	attributive-reference	phase-ref	Phase 64
apps/frontend/src/lib/components/questions/QuestionChoices.svelte	379	milestone-version	milestone-ver	v2.6
apps/frontend/src/lib/components/input/Input.svelte	226	attributive-reference	phase-ref	Phase 64
apps/frontend/src/lib/components/input/Input.svelte	353	todo-class	todo-class	TODO
apps/frontend/src/lib/components/input/Input.svelte	422	attributive-reference	phase-ref	Phase 65
apps/frontend/src/lib/components/input/Input.svelte	447	attributive-reference	phase-ref	Phase 65
apps/frontend/src/lib/components/input/Input.svelte	489	attributive-reference	phase-ref	Phase 65
apps/frontend/src/lib/components/infoAnswer/InfoAnswer.svelte	103	todo-class	todo-class	TODO
apps/frontend/src/lib/candidate/components/termsOfUse/TermsOfUseForm.svelte	51	attributive-reference	phase-ref	Phase 65
apps/frontend/src/lib/api/utils/authHeaders.ts	10	todo-class	todo-class	TODO
apps/frontend/src/lib/api/utils/auth/providers/idura.test.ts	77	not-a-comment-span	decision-id-bare	D-04
apps/frontend/src/lib/api/utils/auth/providers/signicat.test.ts	41	not-a-comment-span	decision-id-bare	D-04
apps/frontend/src/lib/api/utils/auth/providers/signicat.test.ts	68	not-a-comment-span	decision-id-bare	D-09
apps/frontend/src/lib/api/utils/auth/providers/signicat.test.ts	68	not-a-comment-span	decision-id-bare	D-10
apps/frontend/src/lib/api/base/dataWriter.type.ts	211	todo-class	todo-class	TODO
apps/frontend/src/lib/api/base/dataWriter.type.ts	311	todo-class	todo-class	TODO
apps/frontend/src/lib/api/base/dataWriter.type.ts	321	todo-class	todo-class	TODO
apps/frontend/src/lib/api/adapters/supabase/utils/mapRow.ts	7	todo-class	todo-class	TODO
apps/frontend/src/lib/api/adapters/supabase/utils/toDataObject.test.ts	76	not-a-comment-span	decision-id-bare	D-05
apps/frontend/src/lib/api/adapters/supabase/dataWriter/supabaseDataWriter.ts	380	todo-class	todo-class	TODO
apps/frontend/src/lib/api/adapters/supabase/dataProvider/supabaseDataProvider.test.ts	1630	not-a-comment-span	phase-ref	Phase 64
apps/frontend/src/lib/api/adapters/supabase/dataProvider/supabaseDataProvider.ts	409	attributive-reference	phase-ref	Phase 64
apps/frontend/src/lib/api/adapters/supabase/dataProvider/supabaseDataProvider.type.ts	5	milestone-version	milestone-ver	v2.6
apps/frontend/src/lib/api/adapters/supabase/adminWriter/supabaseAdminWriter.ts	15	todo-class	todo-class	TODO
apps/frontend/src/lib/admin/components/jobs/FeatureJobs.svelte	103	todo-class	todo-class	TODO
apps/frontend/src/lib/admin/components/jobs/JobDetails.svelte	83	todo-class	todo-class	TODO
apps/frontend/src/lib/admin/components/jobs/WithPolling.svelte	5	todo-class	todo-class	TODO
apps/frontend/src/lib/_guards/eslint-store-guard.test.ts	12	attributive-reference	phase-ref	Phase 115
apps/frontend/src/lib/_guards/eslint-store-guard.test.ts	39	not-a-comment-span	task-id	RUNES-03
apps/frontend/scripts/flatten-current-codemod.mjs	5	ambiguous-reference	spike-ref	spike-009
apps/frontend/scripts/flatten-current-codemod.mjs	72	attributive-reference	spike-ref	spike-009
apps/frontend/scripts/flatten-current-codemod.mjs	73	attributive-reference	phase-ref	Phase 113
apps/frontend/scripts/flatten-current-codemod.mjs	200	not-a-comment-span	phase-ref	PHASE 113
apps/frontend/scripts/store-to-state-codemod.mjs	5	attributive-reference	phase-ref	Phase 106
apps/frontend/scripts/store-to-state-codemod.mjs	162	not-a-comment-span	phase-ref	PHASE 114
apps/frontend/ios/App/App/Base.lproj/Main.storyboard	2	not-a-comment-span	task-id	BYZ-38
apps/frontend/ios/App/App/Base.lproj/Main.storyboard	14	not-a-comment-span	task-id	BYZ-38
apps/docs/src/routes/(content)/developers-guide/frontend/components/generated/dynamic-components/entityList/EntityListControls/+page.md	5	markdown-file	todo-class	TODO
apps/docs/src/routes/(content)/developers-guide/frontend/components/generated/dynamic-components/entityCard/EntityCardAction/+page.md	5	markdown-file	todo-class	TODO
apps/docs/src/routes/(content)/developers-guide/frontend/components/generated/components/tabs/Tabs/+page.md	18	markdown-file	todo-class	TODO
apps/docs/src/routes/(content)/developers-guide/contributing/contribute/+page.md	15	markdown-file	milestone-ver	v1.0
apps/docs/src/routes/(content)/about/project/+page.md	37	markdown-file	milestone-ver	v1.0
apps/docs/src/routes/(content)/about/project/+page.md	41	markdown-file	milestone-ver	v1.0
apps/docs/src/routes/(content)/about/project/+page.md	45	markdown-file	milestone-ver	v1.0
apps/docs/src/routes/(content)/about/project/+page.md	49	markdown-file	milestone-ver	v1.0
